time,open,close,high,low,volume,Unnamed: 0
1628623260000,382.97,382.97,382.97,382.97,0.00110083,
1628623320000,382.74,382.74,382.74,382.74,0.00110213,
1628623740000,381.99,382.07,382.07,381.99,0.09175636,
1628623860000,382.95,382.95,382.95,382.95,0.00177805,
1628623920000,383.79,383.79,383.79,383.79,0.06104175,
1628624220000,383.86,383.86,383.86,383.86,0.03051439,
1628624760000,383.2,383.2,383.2,383.2,0.00104462,
1628624880000,383.56,383.56,383.56,383.56,0.00115969,
1628625180000,384.37,384.29,384.37,384.29,0.09140204,
1628625300000,383.28,383.28,383.28,383.28,0.00198307,
1628625420000,384.75,384.75,384.75,384.75,0.00182561,
1628625540000,384.05,384.05,384.05,384.05,0.00288159,
1628626140000,384.0,384.0,384.0,384.0,0.00125103,
1628626620000,385.02,385.54,385.54,385.02,1.00118664,
1628626800000,385.15,388.0,388.0,385.15,201.23621268,
1628626860000,388.56,388.21,388.56,388.21,12.54027653,
1628626920000,387.94,387.21,387.94,387.21,0.39555684,
1628626980000,387.56,387.54,387.56,387.54,0.062003,
1628627040000,388.27,388.27,388.27,388.27,0.00128736,
1628627580000,386.75,386.68,386.75,386.68,0.00216533,
1628627640000,386.98,386.98,386.98,386.98,0.0030614,
1628628240000,386.82,386.82,386.82,386.82,0.00101555,
1628628360000,387.84,387.84,387.84,387.84,0.06030631,
1628628960000,388.48,388.48,388.48,388.48,0.00125577,
1628629500000,389.57,389.57,389.57,389.57,0.00100017,
1628630100000,387.67,387.67,387.67,387.67,0.0011374,
1628630160000,387.21,387.21,387.21,387.21,0.00363676,
1628630220000,386.38,386.38,386.38,386.38,0.01451443,
1628630280000,386.29,386.29,386.29,386.29,0.00248956,
1628630760000,389.94,390.16,390.29,389.94,0.09688617,
1628630820000,390.16,390.16,390.16,390.16,0.81458952,
1628630940000,388.59,388.59,388.59,388.59,0.09033411,
1628631000000,388.2,388.2,388.2,388.2,0.00257545,
1628631120000,388.44,388.44,388.44,388.44,0.03014523,
1628631240000,389.3,389.3,389.3,389.3,36.35585925,
1628631480000,390.41,392.21,392.59,390.41,52.11571893,
1628632020000,390.97,390.97,390.97,390.97,0.00108251,
1628632080000,390.99,390.99,390.99,390.99,0.0023376,
1628632620000,390.68,390.68,390.68,390.68,0.00103534,
1628633100000,391.19,391.19,391.19,391.19,0.00117703,
1628633580000,391.49,391.49,391.49,391.49,0.00113829,
1628633640000,391.08,391.08,391.08,391.08,0.00120293,
1628634180000,390.69,390.69,390.69,390.69,0.00120469,
1628634240000,390.3,390.47,390.47,390.3,0.00242221,
1628634480000,389.88,389.19,389.88,389.19,0.21041936,
1628634540000,389.5,387.85,389.5,387.85,0.10211238,
1628634660000,388.99,388.99,388.99,388.99,0.00256619,
1628635200000,386.95,386.95,386.95,386.95,0.00100857,
1628635260000,386.69,387.22,387.22,386.69,0.00516,
1628635860000,387.72,387.13,387.72,387.13,0.0023756,
1628636400000,386.16,386.43,386.43,385.65,1.00170403,
1628636940000,387.52,386.8,387.52,386.8,0.0022956499999999,
1628637000000,386.6,386.6,386.6,386.6,0.00123862,
1628637600000,386.63,386.06,386.63,386.06,0.00228876,
1628637660000,386.68,386.68,386.68,386.68,0.00143252,
1628637840000,386.39,386.17,386.39,386.17,0.12110844,
1628637900000,385.56,385.56,385.56,385.56,0.09106866,
