time,open,close,high,low,volume,Unnamed: 0
1666262160000,1.1042,1.1042,1.1042,1.1042,130.0,0.0
1666262760000,1.1096,1.1096,1.1096,1.1096,0.630858,1.0
1666264020000,1.1095,1.1095,1.1095,1.1095,82.79247946,2.0
1666264140000,1.1055,1.1055,1.1055,1.1055,0.00746214,3.0
1666264440000,1.109,1.109,1.109,1.109,0.29959273,4.0
1666268640000,1.1024,1.1024,1.1024,1.1024,441.2741,5.0
1666268700000,1.1008,1.1008,1.1008,1.1008,378.84315,6.0
1666269480000,1.1052,1.1052,1.1052,1.1052,0.61706544,7.0
1666272780000,1.1051,1.1051,1.1051,1.1051,33.25190011,8.0
1666273140000,1.1066,1.1066,1.1066,1.1066,0.00300895,9.0
1666299060000,1.0881,1.0861,1.0881,1.0861,5.642268339999999,10.0
1666299120000,1.0958,1.0958,1.0958,1.0958,1.42677912,11.0
1666300260000,1.0925,1.0925,1.0925,1.0925,0.32730989,12.0
1666300560000,1.0963,1.0963,1.0963,1.0963,0.10130213,13.0
1666344600000,1.0667,1.061,1.0667,1.061,400.0,14.0
1666344900000,1.0768,1.0768,1.0768,1.0768,1.11528857,15.0
1666346520000,1.078,1.078,1.078,1.078,1.38176286,16.0
1666447680000,1.1023,1.1029,1.1029,1.1023,7.65513565,17.0
1666447740000,1.097,1.097,1.097,1.097,1.92472274,18.0
1666447920000,1.1018,1.1018,1.1018,1.1018,0.44815988,19.0
1666458840000,1.0849,1.0849,1.0849,1.0849,4.14886338,20.0
1666458960000,1.0897,1.0897,1.0897,1.0897,1.23469667,21.0
1666460160000,1.087,1.087,1.087,1.087,0.37036761,22.0
1666460880000,1.0854,1.0854,1.0854,1.0854,0.19906427,23.0
1666461180000,1.086,1.086,1.086,1.086,0.11843135,24.0
1666462980000,1.0911,1.0911,1.0911,1.0911,0.1149006,25.0
1666677000000,1.0918,1.0918,1.0918,1.0918,2.2914833,26.0
1666731960000,1.1212,1.1216,1.1216,1.1212,135.0,27.0
1666753920000,1.1243,1.1243,1.1243,1.1243,7.5,28.0
1666754340000,1.126,1.126,1.126,1.126,0.07868662,29.0
1666758900000,1.1382,1.1382,1.1382,1.1382,0.04934983,30.0
1666852560000,1.243,1.243,1.243,1.243,0.06296,31.0
1666853100000,1.2345,1.2345,1.2345,1.2345,0.056664,32.0
1666854300000,1.2393,1.2393,1.2393,1.2393,2.51868558,33.0
1666854540000,1.2396,1.2396,1.2396,1.2396,0.11530046,34.0
1666857060000,1.2314,1.2314,1.2314,1.2314,0.00717663,35.0
1666859940000,1.2331,1.2331,1.2331,1.2331,0.1974197,36.0
1667062800000,1.2422,1.2422,1.2422,1.2422,6.70767664,37.0
1667162700000,1.3279,1.3279,1.3279,1.3279,0.050997,38.0
1667227020000,1.3388,1.3365,1.3388,1.3365,31.01517859,39.0
1667327160000,1.2845,1.2845,1.2845,1.2845,11.5117583,40.0
1667329200000,1.2739,1.2739,1.2739,1.2739,1.11316006,41.0
1667330160000,1.2517,1.2517,1.2517,1.2517,0.63964828,42.0
1667330640000,1.2516,1.2516,1.2516,1.2516,0.74971608,43.0
1667332020000,1.2488,1.2488,1.2488,1.2488,1.38104805,44.0
1667332140000,1.2488,1.2488,1.2488,1.2488,0.06818082,45.0
1667333040000,1.2421,1.2421,1.2421,1.2421,0.17689046,46.0
1667333160000,1.2406,1.2406,1.2406,1.2406,0.15873866,47.0
1667333880000,1.2428,1.2428,1.2428,1.2428,0.0357734,48.0
1667365680000,1.2051,1.2051,1.2051,1.2051,8.52083629,49.0
1667366160000,1.2092,1.2092,1.2092,1.2092,0.9250695,50.0
1667366460000,1.2113,1.2113,1.2113,1.2113,2.20772365,51.0
1667373660000,1.1846,1.1846,1.1846,1.1846,0.14157098,52.0
1667375040000,1.1991,1.1991,1.1991,1.1991,1.51321287,53.0
1667441100000,1.1803,1.1705,1.1803,1.1686,51.75306584,54.0
1667441160000,1.1639,1.1639,1.1639,1.1639,30.63364267,55.0
1667446860000,1.1921,1.1921,1.1921,1.1921,2.49044187,56.0
1667469900000,1.2983,1.2902,1.2983,1.2902,51.62995755,57.0
1667474100000,1.437,1.437,1.437,1.437,0.1,58.0
1667474160000,1.4279,1.4241,1.4279,1.4241,3.0938,59.0
1667475240000,1.4335,1.4335,1.4335,1.4335,29.64709766,60.0
1667475300000,1.4516,1.4516,1.4516,1.4516,3.7076,61.0
1667496840000,1.4631,1.4631,1.4631,1.4631,0.045898,62.0
1667500080000,1.4389,1.4391,1.4391,1.4389,114.0,63.0
1667502240000,1.4464,1.4464,1.4464,1.4464,0.21990212,64.0
1667503380000,1.4325,1.4325,1.4325,1.4325,0.7792178,65.0
1667503920000,1.4356,1.4356,1.4356,1.4356,0.66242478,66.0
1667504520000,1.4288,1.4288,1.4288,1.4288,0.041308,67.0
1667505240000,1.4256,1.4256,1.4256,1.4256,0.17850093,68.0
1667506800000,1.4497,1.4497,1.4497,1.4497,0.15512638,69.0
1667512200000,1.4355,1.4355,1.4355,1.4355,0.037177,70.0
1667518020000,1.3922,1.3922,1.3922,1.3922,0.25076352,71.0
1667521380000,1.4094,1.4094,1.4094,1.4094,2.13937978,72.0
1667525220000,1.4029,1.4029,1.4029,1.4029,0.47408955,73.0
1667532480000,1.4262,1.4262,1.4262,1.4262,0.1208119,74.0
1667535840000,1.4413,1.4413,1.4413,1.4413,0.82527635,75.0
1667539860000,1.4849,1.4849,1.4849,1.4849,0.033459,76.0
1667540340000,1.4697,1.4697,1.4697,1.4697,1.01863315,77.0
1667545440000,1.4615,1.4615,1.4615,1.4615,0.25596172,78.0
1667545620000,1.4582,1.4582,1.4582,1.4582,0.14029548,79.0
1667545920000,1.4647,1.4647,1.4647,1.4647,0.5298548,80.0
1667548380000,1.4805,1.4805,1.4805,1.4805,0.30050548,81.0
1667555100000,1.4873,1.4873,1.4873,1.4873,0.71945695,82.0
1667642820000,1.6231,1.6231,1.6231,1.6231,0.030113,83.0
1667644140000,1.6201,1.6201,1.6201,1.6201,0.009,84.0
1667645040000,1.578,1.578,1.578,1.578,0.001,85.0
1667645160000,1.572,1.5721,1.5721,1.572,0.002,86.0
1667645220000,1.5722,1.572,1.5722,1.572,0.002,87.0
1667645400000,1.6365,1.6365,1.6365,1.6365,0.73600443,88.0
1667645520000,1.6388,1.6388,1.6388,1.6388,0.001,89.0
1667645940000,1.5884,1.5884,1.5884,1.5884,0.001,90.0
1667646000000,1.5884,1.5884,1.5884,1.5884,0.001,91.0
1667648880000,1.5885,1.6506,1.6506,1.5885,1.32601272,92.0
1667670780000,1.5601,1.5601,1.5601,1.5601,11.60546047,93.0
1667672100000,1.5586,1.5586,1.5586,1.5586,1.29155126,94.0
1667672460000,1.5529,1.5557,1.5557,1.5529,3.53114972,95.0
1667673180000,1.551,1.551,1.551,1.551,0.06662415,96.0
1667675160000,1.5476,1.5476,1.5476,1.5476,0.07158427,97.0
1667679660000,1.556,1.556,1.556,1.556,0.45030224,98.0
1667809920000,1.4119,1.4119,1.4119,1.4119,0.307767,99.0
