time,open,close,high,low,volume,Unnamed: 0
1628623380000,0.0913,0.0913,0.0913,0.0913,0.00118066,
1628623920000,0.092098,0.092098,0.092098,0.092098,0.00114628,
1628624400000,0.0903,0.0903,0.0903,0.0903,0.00117356,
1628624520000,0.091398,0.091398,0.091398,0.091398,62.49725246,
1628624580000,0.0903,0.0901,0.0903,0.0901,4.889171159999999,
1628624640000,0.0913,0.091398,0.091398,0.0913,7.106023539999999,
1628625180000,0.0903,0.091298,0.091298,0.0903,0.0021341399999999,
1628625240000,0.0913,0.0913,0.0913,0.0913,0.44041225,
1628625480000,0.0903,0.0903,0.0903,0.0903,0.0088177,
1628625540000,0.091298,0.091298,0.091298,0.091298,35.06312817,
1628625900000,0.091298,0.091298,0.091298,0.091298,0.0088177,
1628626440000,0.0903,0.091298,0.091298,0.0903,34.99499006,
1628626980000,0.0903,0.0903,0.0903,0.0903,0.00113377,
1628627040000,0.0913,0.091499,0.091499,0.0913,4.44979765,
1628627160000,0.0903,0.0901,0.0903,0.0901,41.94925692,
1628627520000,0.091298,0.091298,0.091298,0.091298,49.05528046,
1628627940000,0.0902,0.09,0.0902,0.09,105.34376791,
1628628060000,0.091198,0.091198,0.091198,0.091198,5.80534805,
1628628180000,0.091198,0.091198,0.091198,0.091198,3.47186323,
1628628600000,0.0901,0.0898,0.0901,0.0898,5.36396997,
1628628720000,0.090998,0.090998,0.090998,0.090998,49.34631284,
1628629260000,0.09,0.090998,0.090998,0.09,0.0022627899999999,
1628629800000,0.09,0.09,0.09,0.09,0.00126955,
1628629860000,0.090998,0.090998,0.090998,0.090998,0.00109103,
1628630400000,0.09,0.090998,0.090998,0.09,0.00234678,
1628630940000,0.09,0.09,0.09,0.09,0.00128966,
1628631000000,0.091,0.091,0.091,0.091,0.0011797,
1628631540000,0.09,0.091,0.091,0.09,4.48826358,
1628632140000,0.091,0.091,0.091,0.091,0.00113784,
1628632680000,0.09,0.09,0.09,0.09,0.00101525,
1628632980000,0.091,0.091199,0.091199,0.091,35.29598331,
1628633100000,0.09,0.0898,0.09,0.0898,5.36838854,
1628633220000,0.090898,0.090898,0.090898,0.090898,49.38106916,
1628633340000,0.0909,0.0909,0.0909,0.0909,1.33437973,
1628633880000,0.0909,0.0909,0.0909,0.0909,0.00109856,
1628633940000,0.0898,0.0898,0.0898,0.0898,0.00110694,
1628634000000,0.090898,0.090898,0.090898,0.090898,38.95486041,
1628634300000,0.092198,0.092198,0.092198,0.092198,0.00889548,
1628634420000,0.0902,0.09,0.0902,0.09,5.70065644,
1628634660000,0.0912,0.091399,0.091399,0.0912,76.57250688,
1628635140000,0.091,0.091199,0.091199,0.091,14.75048147,
1628635380000,0.0913,0.0913,0.0913,0.0913,4.84,
1628635440000,0.0911,0.0911,0.0911,0.0911,0.44577721,
1628635560000,0.0922,0.092399,0.092399,0.0922,6.95104385,
1628635680000,0.0912,0.0912,0.0912,0.0912,4.7875904,
1628635800000,0.0912,0.091,0.0912,0.091,3.4793328100000003,
1628635920000,0.092098,0.092098,0.092098,0.092098,6.9663125,
1628636400000,0.0911,0.0911,0.0911,0.0911,0.00100856,
1628636460000,0.092098,0.0909,0.092098,0.0909,8.74277506,
1628636640000,0.092,0.092199,0.092199,0.092,41.36679964,
1628636760000,0.091,0.0908,0.091,0.0908,5.6960842,
1628636820000,0.0909,0.0907,0.0909,0.0907,6.81774163,
1628636880000,0.0919,0.091998,0.091998,0.0919,51.81760335,
1628637480000,0.0909,0.0909,0.0909,0.0909,0.00101602,
1628637540000,0.0919,0.092099,0.092099,0.0919,37.95502291,
1628637660000,0.0909,0.0907,0.0909,0.0907,5.26329519,
1628637780000,0.091898,0.091898,0.091898,0.091898,7.0124215,
1628638020000,0.0908,0.092099,0.092099,0.0906,50.34809267,
1628638260000,0.0907,0.0907,0.0907,0.0907,0.87275516,
1628638380000,0.0918,0.091999,0.091999,0.0918,6.15478456,
1628638440000,0.091798,0.091798,0.091798,0.091798,3.4117026,
1628638500000,0.091798,0.0905,0.091798,0.0905,11.72640672,
1628638620000,0.0917,0.091899,0.091899,0.0917,45.16500692,
1628638740000,0.0907,0.0907,0.0907,0.0907,0.4399818,
1628639340000,0.0907,0.091698,0.091698,0.0907,0.00234996,
1628639520000,0.0907,0.0905,0.0907,0.0905,4.40981869,
1628639640000,0.0916,0.091799,0.091799,0.0916,41.73088188,
1628639760000,0.0907,0.0905,0.0907,0.0905,5.74618978,
1628639880000,0.091598,0.091598,0.091598,0.091598,5.74618978,
1628640360000,0.0906,0.0906,0.0906,0.0906,0.00103126,
1628640420000,0.091598,0.091598,0.091598,0.091598,34.76366367,
1628640960000,0.0906,0.0906,0.0906,0.0906,0.00121362,
1628641080000,0.0916,0.091799,0.091799,0.0916,34.76366367,
1628641680000,0.0906,0.0906,0.0906,0.0906,0.0010263,
1628641740000,0.091698,0.091698,0.091698,0.091698,41.67477989,
1628642160000,0.0917,0.0917,0.0917,0.0917,0.44094143,
1628642760000,0.0906,0.0906,0.0906,0.0906,0.00104016,
1628642820000,0.091698,0.091698,0.091698,0.091698,4.86578029,
1628642940000,0.0906,0.0903,0.0906,0.0903,4.85703935,
1628643060000,0.0915,0.091699,0.091699,0.0915,48.87425347,
1628643240000,0.0905,0.0903,0.0905,0.0903,6.20901499,
1628643360000,0.0914,0.091498,0.091498,0.0914,48.83987589,
1628643900000,0.0903,0.0903,0.0903,0.0903,0.00111409,
1628644020000,0.091398,0.091398,0.091398,0.091398,41.91472814,
1628644620000,0.0903,0.0903,0.0903,0.0903,0.00126915,
1628644800000,0.091398,0.091398,0.091398,0.091398,83.95957125,
1628645280000,0.0903,0.0903,0.0903,0.0903,0.00100458,
1628645820000,0.0903,0.0903,0.0903,0.0903,0.00120101,
1628645880000,0.091398,0.091398,0.091398,0.091398,0.00106828,
1628646480000,0.0903,0.0903,0.0903,0.0903,0.00128852,
1628646600000,0.091398,0.091398,0.091398,0.091398,39.00466227,
1628647140000,0.0903,0.0903,0.0903,0.0903,0.00124142,
1628647200000,0.0914,0.0914,0.0914,0.0914,0.00102931,
1628647260000,0.0903,0.0903,0.0903,0.0903,0.0701917,
1628647380000,0.0914,0.091599,0.091599,0.0914,39.07485397,
1628647620000,0.0903,0.0901,0.0903,0.0901,51.81509303,
1628648220000,0.0902,0.091298,0.091298,0.0902,0.00204743,
1628648700000,0.0902,0.0902,0.0902,0.0902,0.00108822,
1628648760000,0.091298,0.091298,0.091298,0.091298,0.00121179,
1628649300000,0.0902,0.0902,0.0902,0.0902,0.0012276,
1628649540000,0.0913,0.09,0.091499,0.09,44.87487854,
1628649660000,0.0912,0.091298,0.091298,0.0912,7.223032570000001,
1628650200000,0.0902,0.091198,0.091198,0.0902,0.0022620599999999,
1628650320000,0.0912,0.091198,0.0912,0.091198,3.95375202,
1628650860000,0.0902,0.0902,0.0902,0.0902,0.00108307,
1628650980000,0.0912,0.091399,0.091399,0.0912,40.02803801,
1628651100000,0.0903,0.0901,0.0903,0.0901,5.3447641400000006,
1628651160000,0.0912,0.0912,0.0912,0.0912,2.17279572,
1628651640000,0.0902,0.0902,0.0902,0.0902,0.00103336,
1628651700000,0.091198,0.091198,0.091198,0.091198,0.00127104,
1628652000000,0.091198,0.091198,0.091198,0.091198,0.0704999,
1628652540000,0.0902,0.0902,0.0902,0.0902,0.0011857,
1628652600000,0.0912,0.091399,0.091399,0.0912,35.57052917,
1628652660000,0.0903,0.0903,0.0903,0.0903,0.88618958,
1628652780000,0.0913,0.091499,0.091499,0.0913,4.89357041,
1628652900000,0.0903,0.0901,0.0903,0.0901,5.33301038,
1628653020000,0.0913,0.091499,0.091499,0.0913,7.20702584,
1628653560000,0.0913,0.0913,0.0913,0.0913,0.00122454,
1628653620000,0.091298,0.091298,0.091298,0.091298,6.98400555,
1628653740000,0.0913,0.0913,0.0913,0.0913,0.07034554,
1628654280000,0.0902,0.0902,0.0902,0.0902,0.00121246,
1628654340000,0.091298,0.091298,0.091298,0.091298,0.07145357,
1628654940000,0.0913,0.0913,0.0913,0.0913,0.0010012,
1628655060000,0.0902,0.0902,0.0902,0.0902,0.0088177,
1628655120000,0.0913,0.091499,0.091499,0.0913,39.16101997,
1628655720000,0.0903,0.0903,0.0903,0.0903,0.00100183,
1628655840000,0.0914,0.091599,0.091599,0.0914,5.333010379999999,
1628656380000,0.0914,0.0914,0.0914,0.0914,0.00104054,
1628656440000,0.0914,0.091599,0.091599,0.0914,6.9687482,
1628656920000,0.0903,0.0903,0.0903,0.0903,0.00126558,
1628656980000,0.091598,0.091598,0.091598,0.091598,0.00119557,
1628657220000,0.091598,0.091598,0.091598,0.091598,0.03494314,
1628657700000,0.089664,0.089664,0.089664,0.089664,0.00128801,
1628657880000,0.0909,0.091099,0.091099,0.0909,69.03844388,
1628658120000,0.0897,0.0895,0.0897,0.0895,51.5061166,
1628658180000,0.0907,0.090899,0.090899,0.0907,7.207242949999999,
1628658660000,0.090798,0.090798,0.090798,0.090798,7.53074254,
1628659200000,0.0897,0.090798,0.090798,0.0897,4.95548581,
1628659740000,0.0897,0.0897,0.0897,0.0897,0.00112144,
1628659800000,0.0908,0.090999,0.090999,0.0908,39.52503281,
1628660100000,0.088435,0.088435,0.088435,0.088435,0.89400614,
1628660160000,0.09069,0.090899,0.090899,0.09069,93.41053198,
1628660700000,0.0898,0.0898,0.0898,0.0898,0.00111806,
1628660760000,0.0908,0.090999,0.090999,0.0908,4.94788496,
1628661240000,0.0898,0.0898,0.0898,0.0898,0.00111843,
1628661300000,0.090898,0.090898,0.090898,0.090898,43.01746868,
1628661360000,0.090898,0.090898,0.090898,0.090898,0.44873276,
1628661900000,0.0898,0.0898,0.0898,0.0898,0.00109815,
1628662080000,0.090898,0.090898,0.090898,0.090898,39.43758388,
1628662680000,0.0898,0.0898,0.0898,0.0898,0.00109691,
1628662740000,0.090898,0.090898,0.090898,0.090898,39.43758388,
1628662860000,0.0898,0.0896,0.0898,0.0896,39.43758388,
1628662920000,0.090798,0.090798,0.090798,0.090798,5.85692548,
1628662980000,0.090798,0.090798,0.090798,0.090798,3.55228674,
1628663520000,0.090798,0.090798,0.090798,0.090798,46.27962224,
1628664120000,0.0897,0.0897,0.0897,0.0897,0.00116333,
1628664180000,0.090798,0.090798,0.090798,0.090798,40.09153254,
1628664720000,0.0897,0.0897,0.0897,0.0897,0.00116987,
1628664840000,0.0908,0.090999,0.090999,0.0908,40.09153254,
1628665320000,0.0897,0.0897,0.0897,0.0897,0.00116652,
1628665380000,0.0908,0.090999,0.090999,0.0908,5.849452250000001,
1628665980000,0.0897,0.090798,0.090798,0.0897,47.32712442,
1628666160000,0.090798,0.090798,0.090798,0.090798,0.89400614,
1628666640000,0.0897,0.0897,0.0897,0.0897,0.00125554,
1628666760000,0.090798,0.090798,0.090798,0.090798,40.09153254,
1628666880000,0.0897,0.0895,0.0897,0.0895,40.09153254,
1628667360000,0.0896,0.0896,0.0896,0.0896,0.00122223,
1628667960000,0.0909,0.0909,0.0909,0.0909,0.00122123,
1628668260000,0.0898,0.091099,0.091099,0.0896,53.33268088,
1628668860000,0.0898,0.0898,0.0898,0.0898,0.00114891,
1628668920000,0.090898,0.090898,0.090898,0.090898,47.2213336,
1628669460000,0.0898,0.0898,0.0898,0.0898,0.00129722,
1628669580000,0.090898,0.090898,0.090898,0.090898,40.00283023,
1628670060000,0.0898,0.0898,0.0898,0.0898,0.00118483,
1628670120000,0.090898,0.090898,0.090898,0.090898,40.00283023,
1628670660000,0.0896,0.090598,0.090598,0.0896,47.39608718,
1628670720000,0.090598,0.090598,0.090598,0.090598,1.33876904,
1628671260000,0.0896,0.0896,0.0896,0.0896,0.00104285,
1628671320000,0.0906,0.0906,0.0906,0.0906,4.51815644,
1628671920000,0.0903,0.0903,0.0903,0.0903,2.22521578,
1628671980000,0.090298,0.090298,0.090298,0.090298,1.34760512,
1628672100000,0.090298,0.090298,0.090298,0.090298,0.00901408,
1628672340000,0.090298,0.090298,0.090298,0.090298,10.97790978,
1628672940000,0.0903,0.090499,0.090499,0.0903,1000.00124812,
1628673540000,0.0893,0.0893,0.0893,0.0893,0.00123539,
1628673600000,0.090598,0.090598,0.090598,0.090598,49.57307962,
1628673720000,0.0893,0.0891,0.0893,0.0891,5.89606098,
1628673780000,0.0902,0.0902,0.0902,0.0902,4.82,
1628674320000,0.0892,0.0892,0.0892,0.0892,0.00108525,
1628674380000,0.0902,0.0902,0.0902,0.0902,4.56757778,
1628674860000,0.0892,0.0892,0.0892,0.0892,0.00107073,
1628674920000,0.0902,0.0902,0.0902,0.0902,0.0012994,
1628675400000,0.0892,0.090298,0.090298,0.0892,5.01543909,
1628675940000,0.0892,0.090298,0.090298,0.0892,5.01084526,
1628676540000,0.0892,0.0892,0.0892,0.0892,0.0010414,
1628676600000,0.090298,0.090298,0.090298,0.090298,5.00975743,
1628677200000,0.0892,0.0892,0.0892,0.0892,0.00102455,
1628677260000,0.090299,0.090299,0.090299,0.090299,40.53950092,
1628677380000,0.0893,0.0891,0.0893,0.0891,5.014264519999999,
1628677500000,0.090198,0.090198,0.090198,0.090198,5.47666128,
1628677980000,0.0892,0.0892,0.0892,0.0892,0.0011634,
1628678040000,0.0902,0.0902,0.0902,0.0902,0.00113195,
1628678100000,0.0892,0.0892,0.0892,0.0892,0.00903407,
1628678460000,0.0898,0.090098,0.090098,0.0898,4.56757778,
1628678520000,0.090098,0.090098,0.090098,0.090098,3.65937557,
1628679060000,0.09,0.09,0.09,0.09,0.0011496,
1628679120000,0.089998,0.089998,0.089998,0.089998,0.444146,
1628679240000,0.09,0.09,0.09,0.09,3.67658198,
1628679780000,0.09,0.09,0.09,0.09,0.00110002,
1628680320000,0.09,0.09,0.09,0.09,0.00125033,
1628680380000,0.089,0.089,0.089,0.089,0.00104698,
1628680440000,0.089998,0.089998,0.089998,0.089998,41.71473023,
1628680920000,0.089,0.089998,0.089998,0.089,4.5801039800000005,
1628681040000,0.089,0.0888,0.089,0.0888,4.5789407,
1628681220000,0.089798,0.089798,0.089798,0.089798,44.57897076,
1628681340000,0.0889,0.0889,0.0889,0.0889,4.59947492,
1628681580000,0.0898,0.0886,0.090099,0.0886,38.95354144,
1628681700000,0.0897,0.089999,0.089999,0.0897,11.32673696,
1628682180000,0.0889,0.0889,0.0889,0.0889,0.00102103,
1628682240000,0.0898,0.090098,0.090098,0.0898,5.04795635,
1628682480000,0.0889,0.0886,0.0889,0.0886,5.49663944,
1628682660000,0.0897,0.089999,0.089999,0.0897,55.80613999,
1628682900000,0.0889,0.0886,0.0889,0.0886,52.17534771,
1628683020000,0.0897,0.089999,0.089999,0.0897,52.17534771,
1628683560000,0.0889,0.0889,0.0889,0.0889,0.00129375,
1628683680000,0.0898,0.090098,0.090098,0.0898,40.848610750000006,
1628684220000,0.0889,0.090098,0.090098,0.0889,44.48050211,
1628684760000,0.0889,0.0889,0.0889,0.0889,0.00103901,
1628684820000,0.0898,0.0898,0.0898,0.0898,0.00114298,
1628684880000,0.0898,0.090098,0.090098,0.0898,10.95327068,
1628685360000,0.0889,0.0889,0.0889,0.0889,0.00126858,
1628685420000,0.090099,0.090098,0.090099,0.090098,44.48045047,
1628686020000,0.0889,0.090098,0.090098,0.0889,44.48042203,
1628686560000,0.0891,0.0891,0.0891,0.0891,0.00102645,
1628686680000,0.09,0.090299,0.090299,0.09,36.970619670000005,
1628687160000,0.0898,0.0898,0.0898,0.0898,0.00103507,
1628687220000,0.089798,0.089798,0.089798,0.089798,2.26151051,
1628687340000,0.0898,0.089999,0.089999,0.0898,18.37414605,
1628687880000,0.0889,0.0889,0.0889,0.0889,0.00109022,
1628687940000,0.090077,0.090077,0.090077,0.090077,0.00104239,
1628688540000,0.0891,0.0891,0.0891,0.0891,0.00101113,
1628688600000,0.09,0.09,0.09,0.09,4.47363234,
1628688660000,0.09,0.090299,0.090299,0.09,2.86379723,
1628689200000,0.0891,0.0891,0.0891,0.0891,0.00128383,
1628689260000,0.090298,0.090298,0.090298,0.090298,5.5136395700000005,
1628689740000,0.0891,0.0891,0.0891,0.0891,0.00113385,
1628689800000,0.090298,0.090298,0.090298,0.090298,50.36828825,
1628690340000,0.0891,0.0891,0.0891,0.0891,0.00121125,
1628690520000,0.090298,0.090298,0.090298,0.090298,2752.45872195,
1628690640000,0.090298,0.090298,0.090298,0.090298,3961.774256,
1628691180000,0.0891,0.0891,0.0891,0.0891,0.00125405,
1628691300000,0.090299,0.090299,0.090299,0.090299,50.36828825,
1628691420000,0.0891,0.0888,0.0891,0.0888,44.93311235,
1628691540000,0.089798,0.089798,0.089798,0.089798,63.23564245,
1628692080000,0.0889,0.0889,0.0889,0.0889,0.00129514,
1628692200000,0.0898,0.090099,0.090099,0.0898,33.91687845,
1628692320000,0.08891,0.08891,0.08891,0.08891,50.63533181,
1628692500000,0.0898,0.0886,0.090098,0.0886,2927.41839481,
1628692560000,0.0886,0.089299,0.089299,0.0886,57.20073234,
1628692620000,0.0893,0.0893,0.0893,0.0893,2.50460797,
1628693100000,0.0893,0.0893,0.0893,0.0893,0.00129117,
1628693160000,0.08841,0.08841,0.08841,0.08841,0.00119068,
1628693220000,0.0893,0.08841,0.089598,0.08841,35.35827603,
1628693400000,0.089598,0.089598,0.089598,0.089598,5.51155414,
1628693520000,0.08841,0.08841,0.08841,0.08841,5.51155414,
1628693640000,0.089599,0.089599,0.089599,0.089599,45.21938984,
1628694120000,0.089598,0.089598,0.089598,0.089598,0.00580742,
1628694660000,0.089598,0.089598,0.089598,0.089598,0.00103338,
1628695140000,0.089598,0.089598,0.089598,0.089598,0.0012937,
1628695200000,0.08841,0.08841,0.08841,0.08841,0.00127981,
1628695680000,0.0895,0.0895,0.0895,0.0895,0.0011116,
1628696220000,0.0893,0.08841,0.0893,0.08841,0.00206829,
1628696820000,0.0893,0.0893,0.0893,0.0893,0.00128246,
1628696880000,0.08841,0.08841,0.08841,0.08841,0.00114483,
1628697420000,0.0893,0.08841,0.0893,0.08841,33.99059929,
1628697600000,0.0893,0.089599,0.089599,0.0893,33.98952697,
1628697840000,0.0885,0.089498,0.089498,0.08841,50.77308012,
1628697960000,0.08841,0.08841,0.08841,0.08841,5.05325853,
1628698080000,0.0893,0.089598,0.089598,0.0893,45.25694819,
1628698260000,0.08841,0.08841,0.08841,0.08841,0.45829561,
1628698380000,0.0893,0.089598,0.089598,0.0893,45.21938984,
1628698500000,0.0885,0.08841,0.0885,0.08841,5.51155414,
1628698620000,0.0893,0.089599,0.089599,0.0893,45.219389840000005,
1628699160000,0.0893,0.08841,0.0893,0.08841,0.00220624,
1628699700000,0.0893,0.0893,0.0893,0.0893,0.00128796,
1628700120000,0.0893,0.089599,0.089599,0.0893,202.0,
1628700600000,0.089498,0.0885,0.089498,0.0885,0.00241212,
1628700660000,0.0895,0.089699,0.089699,0.0895,41.78873479,
1628700840000,0.0885,0.08841,0.0885,0.08841,45.5403406,
1628700960000,0.0893,0.089599,0.089599,0.0893,5.973395480000001,
1628701440000,0.089498,0.089498,0.089498,0.0885,0.4651695899999999,
1628701740000,0.0895,0.089699,0.089699,0.0895,50.0,
1628702280000,0.089498,0.0885,0.089699,0.0885,7.551494389999999,
1628702400000,0.089498,0.089498,0.089498,0.089498,37.99110309,
1628702940000,0.0893,0.0893,0.0893,0.0893,0.00108764,
1628703000000,0.0893,0.089599,0.089599,0.0893,7.46978952,
1628703120000,0.08841,0.08841,0.08841,0.08841,0.4628734,
1628703240000,0.089598,0.089598,0.089598,0.089598,45.25694819,
1628703420000,0.089599,0.089599,0.089599,0.089599,0.00457779,
1628703540000,0.08841,0.08841,0.08841,0.08841,0.00457779,
1628703720000,0.089699,0.089699,0.089699,0.089699,45.21938984,
1628704320000,0.0885,0.0885,0.0885,0.0885,0.00122359,
1628704380000,0.089698,0.089698,0.089698,0.089698,5.55174257,
1628704500000,0.089698,0.089698,0.089698,0.089698,0.03747465,
1628705040000,0.0885,0.0885,0.0885,0.0885,0.00102215,
1628705100000,0.089698,0.089698,0.089698,0.089698,5.54721993,
1628705640000,0.0885,0.089698,0.089698,0.0885,30.47598635,
1628706180000,0.089498,0.089498,0.089498,0.0885,7.51425811,
1628706300000,0.0895,0.0895,0.0895,0.0895,0.91556936,
1628706420000,0.0885,0.089699,0.089699,0.0885,38.00027904,
1628706540000,0.0885,0.0885,0.0885,0.0885,0.910961,
1628706900000,0.089698,0.089698,0.089698,0.089698,5.55067315,
1628707440000,0.0893,0.08841,0.0893,0.08841,5.54711981,
1628707620000,0.0893,0.089598,0.089598,0.0893,48.97107935,
1628707680000,0.0885,0.08841,0.0885,0.08841,5.511554139999999,
1628708100000,0.0895,0.089699,0.089699,0.0895,5.511554139999999,
1628708220000,0.0885,0.08841,0.0885,0.08841,5.97339548,
1628708760000,0.0893,0.0893,0.0893,0.0893,0.0011358,
1628708880000,0.08841,0.08841,0.08841,0.08841,4.14280508,
1628709420000,0.0893,0.0893,0.0893,0.0893,0.00124588,
1628710020000,0.08841,0.089599,0.089599,0.0881,3798.50645701,
1628710140000,0.0885,0.0885,0.0885,0.0885,4.16,
1628710680000,0.0884,0.0884,0.0884,0.0884,0.0010337,
1628710740000,0.089599,0.089599,0.089599,0.089599,0.46974461,
1628710980000,0.0884,0.0882,0.0884,0.0882,5.56315421,
1628711100000,0.089499,0.089599,0.089599,0.089499,53.83525699,
1628711700000,0.0884,0.0884,0.0884,0.0884,0.00124434,
1628711760000,0.089598,0.089598,0.089598,0.089598,5.56315421,
1628712000000,0.089599,0.089599,0.089599,0.089599,0.03755835,
1628712600000,0.0884,0.0884,0.0884,0.0884,0.00120093,
1628712660000,0.089598,0.089598,0.089598,0.089598,51.20716037,
1628712900000,0.089599,0.089599,0.089599,0.089599,150.0,
1628713380000,0.088606,0.089598,0.089598,0.088606,37.71426211,
1628713920000,0.0895,0.0895,0.0895,0.0895,0.00114546,
1628714040000,0.0895,0.0895,0.0895,0.0895,3.68478954,
